;params;AIC
0;(0, 0, 0, 0, 0, 0, 12);1807.9925606222332
1;(0, 0, 0, 0, 0, 1, 12);1808.9143636826511
2;(0, 0, 0, 0, 0, 2, 12);1740.7222905857793
3;(0, 0, 0, 0, 0, 3, 12);1735.5436622941963
4;(0, 0, 0, 0, 1, 0, 12);1348.0298886489086
5;(0, 0, 0, 0, 1, 1, 12);1399.6105300697238
6;(0, 0, 0, 0, 1, 2, 12);1341.7337244513951
7;(0, 0, 0, 0, 1, 3, 12);1339.1329320013347
8;(0, 0, 0, 0, 2, 0, 12);996.7000752346999
9;(0, 0, 0, 0, 2, 1, 12);983.4438106526436
10;(0, 0, 0, 0, 2, 2, 12);984.7695638292046
11;(0, 0, 0, 0, 2, 3, 12);985.7743754834231
12;(0, 0, 0, 0, 3, 0, 12);707.9588305360614
13;(0, 0, 0, 0, 3, 1, 12);637.5688946230541
14;(0, 0, 0, 0, 3, 2, 12);625.0301857248776
15;(0, 0, 0, 0, 3, 3, 12);622.3714660563189
16;(0, 0, 0, 1, 0, 0, 12);1733.6415456427076
17;(0, 0, 0, 1, 0, 1, 12);1720.8887064672476
18;(0, 0, 0, 1, 0, 2, 12);1732.1635310395527
19;(0, 0, 0, 1, 0, 3, 12);1733.763829062289
20;(0, 0, 0, 1, 1, 0, 12);1338.3425678044748
21;(0, 0, 0, 1, 1, 1, 12);1340.2570800342314
22;(0, 0, 0, 1, 1, 2, 12);1339.0224655972704
23;(0, 0, 0, 1, 1, 3, 12);1337.4472679320202
24;(0, 0, 0, 1, 2, 0, 12);987.8406488768621
25;(0, 0, 0, 1, 2, 1, 12);985.2300615751246
26;(0, 0, 0, 1, 2, 2, 12);986.4106406925066
27;(0, 0, 0, 1, 2, 3, 12);987.4036754433259
28;(0, 0, 0, 1, 3, 0, 12);632.3757371613574
29;(0, 0, 0, 1, 3, 1, 12);624.6103872983684
30;(0, 0, 0, 1, 3, 2, 12);623.2413448987344
31;(0, 0, 0, 1, 3, 3, 12);623.7240433361858
32;(0, 0, 0, 2, 0, 0, 12);1725.5535159574847
33;(0, 0, 0, 2, 0, 1, 12);1722.1458986806704
34;(0, 0, 0, 2, 0, 2, 12);1734.1634464333206
35;(0, 0, 0, 2, 0, 3, 12);1735.7635938254718
36;(0, 0, 0, 2, 1, 0, 12);1341.9702690658905
37;(0, 0, 0, 2, 1, 1, 12);1546.4548644494198
38;(0, 0, 0, 2, 1, 2, 12);1339.5357595884675
39;(0, 0, 0, 2, 1, 3, 12);1339.1468054919007
40;(0, 0, 0, 2, 2, 0, 12);1630.96573537509
41;(0, 0, 0, 2, 2, 1, 12);986.7505308442178
42;(0, 0, 0, 2, 2, 2, 12);988.1435724389913
43;(0, 0, 0, 2, 2, 3, 12);989.3865418122573
44;(0, 0, 0, 2, 3, 0, 12);624.6154137074506
45;(0, 0, 0, 2, 3, 1, 12);620.0932618435982
46;(0, 0, 0, 2, 3, 2, 12);620.6960657081056
47;(0, 0, 0, 2, 3, 3, 12);622.195469532352
48;(0, 0, 0, 3, 0, 0, 12);1721.0696854864852
49;(0, 0, 0, 3, 0, 1, 12);1724.010706925561
50;(0, 0, 0, 3, 0, 2, 12);1736.1668637351052
51;(0, 0, 0, 3, 0, 3, 12);1737.7609211195613
52;(0, 0, 0, 3, 1, 0, 12);1513.4946149458024
53;(0, 0, 0, 3, 1, 1, 12);1468.4463128215023
54;(0, 0, 0, 3, 1, 2, 12);1338.2683660801601
55;(0, 0, 0, 3, 1, 3, 12);1340.123444403765
56;(0, 0, 0, 3, 2, 0, 12);988.6130522894798
57;(0, 0, 0, 3, 2, 1, 12);988.637719611779
58;(0, 0, 0, 3, 2, 2, 12);989.9996587855167
59;(0, 0, 0, 3, 2, 3, 12);991.3762279687976
60;(0, 0, 0, 3, 3, 0, 12);620.3760783179666
61;(0, 0, 0, 3, 3, 1, 12);621.2373205795703
62;(0, 0, 0, 3, 3, 2, 12);622.6322653623268
63;(0, 0, 0, 3, 3, 3, 12);624.1934553360389
64;(0, 0, 1, 0, 0, 0, 12);1779.1762812265808
65;(0, 0, 1, 0, 0, 1, 12);1774.609808436424
66;(0, 0, 1, 0, 0, 2, 12);1775.214100084239
67;(0, 0, 1, 0, 0, 3, 12);1776.8064877730262
68;(0, 0, 1, 0, 1, 0, 12);1322.9317359736583
69;(0, 0, 1, 0, 1, 1, 12);1322.7741900106967
70;(0, 0, 1, 0, 1, 2, 12);1324.4175933115068
71;(0, 0, 1, 0, 1, 3, 12);1326.0996598364347
72;(0, 0, 1, 0, 2, 0, 12);975.551706692929
73;(0, 0, 1, 0, 2, 1, 12);973.7404096192134
74;(0, 0, 1, 0, 2, 2, 12);974.9249369527394
75;(0, 0, 1, 0, 2, 3, 12);976.7910010448311
76;(0, 0, 1, 0, 3, 0, 12);636.7444000449692
77;(0, 0, 1, 0, 3, 1, 12);630.7639802465224
78;(0, 0, 1, 0, 3, 2, 12);629.710373779685
79;(0, 0, 1, 0, 3, 3, 12);630.548283906083
80;(0, 0, 1, 1, 0, 0, 12);1772.6283616261012
81;(0, 0, 1, 1, 0, 1, 12);1774.6274402796225
82;(0, 0, 1, 1, 0, 2, 12);1776.6274402660933
83;(0, 0, 1, 1, 0, 3, 12);1778.6274366626615
84;(0, 0, 1, 1, 1, 0, 12);1322.2140157532338
85;(0, 0, 1, 1, 1, 1, 12);1324.1019947548182
86;(0, 0, 1, 1, 1, 2, 12);1326.1001360703285
87;(0, 0, 1, 1, 1, 3, 12);1328.0549681586037
88;(0, 0, 1, 1, 2, 0, 12);973.5878338568748
89;(0, 0, 1, 1, 2, 1, 12);974.78222120076
90;(0, 0, 1, 1, 2, 2, 12);976.7440677066904
91;(0, 0, 1, 1, 2, 3, 12);978.7336273363957
92;(0, 0, 1, 1, 3, 0, 12);627.8878853271393
93;(0, 0, 1, 1, 3, 1, 12);628.8563974024661
94;(0, 0, 1, 1, 3, 2, 12);630.3720414862366
95;(0, 0, 1, 1, 3, 3, 12);632.151010783398
96;(0, 0, 1, 2, 0, 0, 12);1774.6274403007774
97;(0, 0, 1, 2, 0, 1, 12);1776.627578429906
98;(0, 0, 1, 2, 0, 2, 12);1778.6274393541464
99;(0, 0, 1, 2, 0, 3, 12);1780.6274358787996
100;(0, 0, 1, 2, 1, 0, 12);1324.123492751175
101;(0, 0, 1, 2, 1, 1, 12);1326.1008940842835
102;(0, 0, 1, 2, 1, 2, 12);1328.0742786654723
103;(0, 0, 1, 2, 1, 3, 12);1330.0528144078485
104;(0, 0, 1, 2, 2, 0, 12);974.8202763057626
105;(0, 0, 1, 2, 2, 1, 12);976.6976206729535
106;(0, 0, 1, 2, 2, 2, 12);978.5704508795329
107;(0, 0, 1, 2, 2, 3, 12);980.5696968047972
108;(0, 0, 1, 2, 3, 0, 12);628.1850100317897
109;(0, 0, 1, 2, 3, 1, 12);629.6849015391263
110;(0, 0, 1, 2, 3, 2, 12);631.5607158321561
111;(0, 0, 1, 2, 3, 3, 12);633.5159363056085
112;(0, 0, 1, 3, 0, 0, 12);1776.6274402448971
113;(0, 0, 1, 3, 0, 1, 12);1778.6274398115484
114;(0, 0, 1, 3, 0, 2, 12);1780.6274487128685
115;(0, 0, 1, 3, 0, 3, 12);1782.6274358277733
116;(0, 0, 1, 3, 1, 0, 12);1326.0733720565815
117;(0, 0, 1, 3, 1, 1, 12);1328.0565901485122
118;(0, 0, 1, 3, 1, 2, 12);1330.0531877348033
119;(0, 0, 1, 3, 1, 3, 12);1332.052336763332
120;(0, 0, 1, 3, 2, 0, 12);976.7685585549068
121;(0, 0, 1, 3, 2, 1, 12);978.6480198969433
122;(0, 0, 1, 3, 2, 2, 12);980.5699485360257
123;(0, 0, 1, 3, 2, 3, 12);982.5660828723795
124;(0, 0, 1, 3, 3, 0, 12);629.5122754224427
125;(0, 0, 1, 3, 3, 1, 12);631.4710297929304
126;(0, 0, 1, 3, 3, 2, 12);633.4712090073335
127;(0, 0, 1, 3, 3, 3, 12);635.5600248568694
128;(0, 0, 2, 0, 0, 0, 12);1773.0314689255208
129;(0, 0, 2, 0, 0, 1, 12);1773.427342703882
130;(0, 0, 2, 0, 0, 2, 12);1775.0853336401276
131;(0, 0, 2, 0, 0, 3, 12);1776.9969459960575
132;(0, 0, 2, 0, 1, 0, 12);1316.7353553483765
133;(0, 0, 2, 0, 1, 1, 12);1318.3581491744446
134;(0, 0, 2, 0, 1, 2, 12);1320.246561222301
135;(0, 0, 2, 0, 1, 3, 12);1322.1583828991654
136;(0, 0, 2, 0, 2, 0, 12);968.2675980219888
137;(0, 0, 2, 0, 2, 1, 12);968.7053269016287
138;(0, 0, 2, 0, 2, 2, 12);970.2743873316061
139;(0, 0, 2, 0, 2, 3, 12);972.1227371225914
140;(0, 0, 2, 0, 3, 0, 12);636.4663893733186
141;(0, 0, 2, 0, 3, 1, 12);632.0184540229691
142;(0, 0, 2, 0, 3, 2, 12);631.4157138865222
143;(0, 0, 2, 0, 3, 3, 12);632.3301375014235
144;(0, 0, 2, 1, 0, 0, 12);1773.0043907481104
145;(0, 0, 2, 1, 0, 1, 12);1774.9685758211522
146;(0, 0, 2, 1, 0, 2, 12);1776.9682292765665
147;(0, 0, 2, 1, 0, 3, 12);1778.9682294833337
148;(0, 0, 2, 1, 1, 0, 12);1318.208499006903
149;(0, 0, 2, 1, 1, 1, 12);1320.163814828446
150;(0, 0, 2, 1, 1, 2, 12);1322.163386845981
151;(0, 0, 2, 1, 1, 3, 12);1324.1512313043854
152;(0, 0, 2, 1, 2, 0, 12);968.5699126104247
153;(0, 0, 2, 1, 2, 1, 12);970.072215021879
154;(0, 0, 2, 1, 2, 2, 12);972.0423842797896
155;(0, 0, 2, 1, 2, 3, 12);974.0317393597818
156;(0, 0, 2, 1, 3, 0, 12);628.4746029452783
157;(0, 0, 2, 1, 3, 1, 12);629.7760691058891
158;(0, 0, 2, 1, 3, 2, 12);631.5346838894875
159;(0, 0, 2, 1, 3, 3, 12);633.4780286929052
160;(0, 0, 2, 2, 0, 0, 12);1774.9703359778161
161;(0, 0, 2, 2, 0, 1, 12);1776.968232453759
162;(0, 0, 2, 2, 0, 2, 12);1778.9682788685639
163;(0, 0, 2, 2, 0, 3, 12);1780.968286913026
164;(0, 0, 2, 2, 1, 0, 12);1320.1718957679107
165;(0, 0, 2, 2, 1, 1, 12);1322.1635290359814
166;(0, 0, 2, 2, 1, 2, 12);1324.156323240279
167;(0, 0, 2, 2, 1, 3, 12);1326.150821731902
168;(0, 0, 2, 2, 2, 0, 12);970.0893516862814
169;(0, 0, 2, 2, 2, 1, 12);972.0225515039306
170;(0, 0, 2, 2, 2, 2, 12);974.0003051827549
171;(0, 0, 2, 2, 2, 3, 12);975.9998105999784
172;(0, 0, 2, 2, 3, 0, 12);629.568644353727
173;(0, 0, 2, 2, 3, 1, 12);631.4865570963888
174;(0, 0, 2, 2, 3, 2, 12);633.4770469063611
175;(0, 0, 2, 2, 3, 3, 12);635.4732290701933
176;(0, 0, 2, 3, 0, 0, 12);1776.9683115392231
177;(0, 0, 2, 3, 0, 1, 12);1778.9688049345673
178;(0, 0, 2, 3, 0, 2, 12);1780.9682493574524
179;(0, 0, 2, 3, 0, 3, 12);1782.9682278928271
180;(0, 0, 2, 3, 1, 0, 12);1322.1563509805426
181;(0, 0, 2, 3, 1, 1, 12);1324.1517263258343
182;(0, 0, 2, 3, 1, 2, 12);1326.1509891472015
183;(0, 0, 2, 3, 1, 3, 12);1328.1508002000378
184;(0, 0, 2, 3, 2, 0, 12);972.0457107141609
185;(0, 0, 2, 3, 2, 1, 12);974.0113149260064
186;(0, 0, 2, 3, 2, 2, 12);975.9999135749031
187;(0, 0, 2, 3, 2, 3, 12);977.9991977838504
188;(0, 0, 2, 3, 3, 0, 12);631.4720365871536
189;(0, 0, 2, 3, 3, 1, 12);633.4861209791292
190;(0, 0, 2, 3, 3, 2, 12);635.4763303252271
191;(0, 0, 2, 3, 3, 3, 12);637.4762290341504
192;(0, 0, 3, 0, 0, 0, 12);1776.5912039973725
193;(0, 0, 3, 0, 0, 1, 12);1777.7222299886125
194;(0, 0, 3, 0, 0, 2, 12);1779.5414205052953
195;(0, 0, 3, 0, 0, 3, 12);1781.4962074116675
196;(0, 0, 3, 0, 1, 0, 12);1320.0923236723809
197;(0, 0, 3, 0, 1, 1, 12);1321.8484992411052
198;(0, 0, 3, 0, 1, 2, 12);1323.7812048800217
199;(0, 0, 3, 0, 1, 3, 12);1325.7304381698477
200;(0, 0, 3, 0, 2, 0, 12);967.4148699256775
201;(0, 0, 3, 0, 2, 1, 12);967.6834029206786
202;(0, 0, 3, 0, 2, 2, 12);969.1926327187027
203;(0, 0, 3, 0, 2, 3, 12);971.0423913306226
204;(0, 0, 3, 0, 3, 0, 12);634.8076693569791
205;(0, 0, 3, 0, 3, 1, 12);627.6792085922771
206;(0, 0, 3, 0, 3, 2, 12);626.0979953238476
207;(0, 0, 3, 0, 3, 3, 12);626.6144013129806
208;(0, 0, 3, 1, 0, 0, 12);1777.52547492224
209;(0, 0, 3, 1, 0, 1, 12);1779.4842167503552
210;(0, 0, 3, 1, 0, 2, 12);1781.483971871382
211;(0, 0, 3, 1, 0, 3, 12);1783.4839516176978
212;(0, 0, 3, 1, 1, 0, 12);1321.778531677122
213;(0, 0, 3, 1, 1, 1, 12);1323.7372120120895
214;(0, 0, 3, 1, 1, 2, 12);1325.7371972324497
215;(0, 0, 3, 1, 1, 3, 12);1327.7291342962244
216;(0, 0, 3, 1, 2, 0, 12);967.3526265951177
217;(0, 0, 3, 1, 2, 1, 12);969.0518945526064
218;(0, 0, 3, 1, 2, 2, 12);971.0218926860458
219;(0, 0, 3, 1, 2, 3, 12);973.0044409417004
220;(0, 0, 3, 1, 3, 0, 12);623.239412889237
221;(0, 0, 3, 1, 3, 1, 12);624.0006189578664
222;(0, 0, 3, 1, 3, 2, 12);625.5998711174458
223;(0, 0, 3, 1, 3, 3, 12);627.5108698323173
224;(0, 0, 3, 2, 0, 0, 12);1779.487060283568
225;(0, 0, 3, 2, 0, 1, 12);1781.4839829202183
226;(0, 0, 3, 2, 0, 2, 12);1783.483959883829
227;(0, 0, 3, 2, 0, 3, 12);1785.4839564012464
228;(0, 0, 3, 2, 1, 0, 12);1323.743321405308
229;(0, 0, 3, 2, 1, 1, 12);1325.7372010962056
230;(0, 0, 3, 2, 1, 2, 12);1327.736021416454
231;(0, 0, 3, 2, 1, 3, 12);1329.728747352768
232;(0, 0, 3, 2, 2, 0, 12);968.9936709126412
233;(0, 0, 3, 2, 2, 1, 12);970.9752814510312
234;(0, 0, 3, 2, 2, 2, 12);972.9445688971825
235;(0, 0, 3, 2, 2, 3, 12);974.9445645948008
236;(0, 0, 3, 2, 3, 0, 12);623.6075671821322
237;(0, 0, 3, 2, 3, 1, 12);625.4831882520615
238;(0, 0, 3, 2, 3, 2, 12);627.4508001380642
239;(0, 0, 3, 2, 3, 3, 12);629.4377872501052
240;(0, 0, 3, 3, 0, 0, 12);1781.484044640874
241;(0, 0, 3, 3, 0, 1, 12);1783.484688611657
242;(0, 0, 3, 3, 0, 2, 12);1785.4839773470762
243;(0, 0, 3, 3, 0, 3, 12);1787.4839555842138
244;(0, 0, 3, 3, 1, 0, 12);1325.7327019354923
245;(0, 0, 3, 3, 1, 1, 12);1327.7293868292936
246;(0, 0, 3, 3, 1, 2, 12);1329.7288440146715
247;(0, 0, 3, 3, 1, 3, 12);1331.7287415492049
248;(0, 0, 3, 3, 2, 0, 12);970.9820784680562
249;(0, 0, 3, 3, 2, 1, 12);972.958823183315
250;(0, 0, 3, 3, 2, 2, 12);974.9445646204472
251;(0, 0, 3, 3, 2, 3, 12);976.9444721946854
252;(0, 0, 3, 3, 3, 0, 12);625.4074318299372
253;(0, 0, 3, 3, 3, 1, 12);627.5477630279577
254;(0, 0, 3, 3, 3, 2, 12);629.4807053276313
255;(0, 0, 3, 3, 3, 3, 12);631.4498783312036
256;(0, 1, 0, 0, 0, 0, 12);1596.2094468757064
257;(0, 1, 0, 0, 0, 1, 12);1581.7283665680138
258;(0, 1, 0, 0, 0, 2, 12);1575.744140718929
259;(0, 1, 0, 0, 0, 3, 12);1575.6507141350141
260;(0, 1, 0, 0, 1, 0, 12);1214.990937691265
261;(0, 1, 0, 0, 1, 1, 12);1214.7617024795816
262;(0, 1, 0, 0, 1, 2, 12);1216.4324160378087
263;(0, 1, 0, 0, 1, 3, 12);1218.4683162832134
264;(0, 1, 0, 0, 2, 0, 12);911.8878597341513
265;(0, 1, 0, 0, 2, 1, 12);895.5350188653488
266;(0, 1, 0, 0, 2, 2, 12);894.0789253127526
267;(0, 1, 0, 0, 2, 3, 12);895.1083959560015
268;(0, 1, 0, 0, 3, 0, 12);666.4594463023041
269;(0, 1, 0, 0, 3, 1, 12);580.0412278645725
270;(0, 1, 0, 0, 3, 2, 12);573.1523234956016
271;(0, 1, 0, 0, 3, 3, 12);571.1708734653254
272;(0, 1, 0, 1, 0, 0, 12);1555.456526181057
273;(0, 1, 0, 1, 0, 1, 12);1557.1996504140852
274;(0, 1, 0, 1, 0, 2, 12);1575.1809413945346
275;(0, 1, 0, 1, 0, 3, 12);1576.645175281873
276;(0, 1, 0, 1, 1, 0, 12);1215.7477351240414
277;(0, 1, 0, 1, 1, 1, 12);1216.768488079588
278;(0, 1, 0, 1, 1, 2, 12);1218.4322671197626
279;(0, 1, 0, 1, 1, 3, 12);1220.0453385808494
280;(0, 1, 0, 1, 2, 0, 12);894.8185789625301
281;(0, 1, 0, 1, 2, 1, 12);894.7338267454818
282;(0, 1, 0, 1, 2, 2, 12);895.6626741719879
283;(0, 1, 0, 1, 2, 3, 12);897.1041863165084
284;(0, 1, 0, 1, 3, 0, 12);567.3673017721209
285;(0, 1, 0, 1, 3, 1, 12);569.2792126129403
286;(0, 1, 0, 1, 3, 2, 12);569.6995114859657
287;(0, 1, 0, 1, 3, 3, 12);570.8367327366352
288;(0, 1, 0, 2, 0, 0, 12);1559.9372609862473
289;(0, 1, 0, 2, 0, 1, 12);1559.0226115066205
290;(0, 1, 0, 2, 0, 2, 12);1577.1811297042643
291;(0, 1, 0, 2, 0, 3, 12);1578.6460262845055
292;(0, 1, 0, 2, 1, 0, 12);1216.554563581786
293;(0, 1, 0, 2, 1, 1, 12);1311.1593627282937
294;(0, 1, 0, 2, 1, 2, 12);1219.7345031585173
295;(0, 1, 0, 2, 1, 3, 12);1221.5751576535902
296;(0, 1, 0, 2, 2, 0, 12);894.6692367888276
297;(0, 1, 0, 2, 2, 1, 12);895.377847135286
298;(0, 1, 0, 2, 2, 2, 12);896.7844560021138
299;(0, 1, 0, 2, 2, 3, 12);898.2406506796866
300;(0, 1, 0, 2, 3, 0, 12);569.1484483261379
301;(0, 1, 0, 2, 3, 1, 12);570.0469426458609
302;(0, 1, 0, 2, 3, 2, 12);571.2695550129131
303;(0, 1, 0, 2, 3, 3, 12);572.5894398189687
304;(0, 1, 0, 3, 0, 0, 12);1558.4216450519275
305;(0, 1, 0, 3, 0, 1, 12);1559.9449369332535
306;(0, 1, 0, 3, 0, 2, 12);1579.1791188656055
307;(0, 1, 0, 3, 0, 3, 12);1580.6452298766158
308;(0, 1, 0, 3, 1, 0, 12);1349.857600073665
309;(0, 1, 0, 3, 1, 1, 12);1631.6937352250338
310;(0, 1, 0, 3, 1, 2, 12);1221.637113660455
311;(0, 1, 0, 3, 1, 3, 12);1223.644282838257
312;(0, 1, 0, 3, 2, 0, 12);896.1570106038962
313;(0, 1, 0, 3, 2, 1, 12);897.3281458557899
314;(0, 1, 0, 3, 2, 2, 12);898.7240511763231
315;(0, 1, 0, 3, 2, 3, 12);900.2398429488036
316;(0, 1, 0, 3, 3, 0, 12);570.1823965196085
317;(0, 1, 0, 3, 3, 1, 12);571.4561880036055
318;(0, 1, 0, 3, 3, 2, 12);572.7841223528072
319;(0, 1, 0, 3, 3, 3, 12);574.2088711878586
320;(0, 1, 1, 0, 0, 0, 12);1580.8244986868558
321;(0, 1, 1, 0, 0, 1, 12);1569.6419324788503
322;(0, 1, 1, 0, 0, 2, 12);1569.7743787625639
323;(0, 1, 1, 0, 0, 3, 12);1570.9161794488593
324;(0, 1, 1, 0, 1, 0, 12);1214.8092099045343
325;(0, 1, 1, 0, 1, 1, 12);1216.1899683932738
326;(0, 1, 1, 0, 1, 2, 12);1218.1418978422316
327;(0, 1, 1, 0, 1, 3, 12);1220.1341915738708
328;(0, 1, 1, 0, 2, 0, 12);906.4907036691301
329;(0, 1, 1, 0, 2, 1, 12);898.3176906760476
330;(0, 1, 1, 0, 2, 2, 12);897.6965281901365
331;(0, 1, 1, 0, 2, 3, 12);899.1302175732825
332;(0, 1, 1, 0, 3, 0, 12);606.603344812403
333;(0, 1, 1, 0, 3, 1, 12);581.820568394242
334;(0, 1, 1, 0, 3, 2, 12);575.1666126936766
335;(0, 1, 1, 0, 3, 3, 12);573.7979720305553
336;(0, 1, 1, 1, 0, 0, 12);1566.5294529228818
337;(0, 1, 1, 1, 0, 1, 12);1568.5239441233505
338;(0, 1, 1, 1, 0, 2, 12);1570.4223299890264
339;(0, 1, 1, 1, 0, 3, 12);1572.4142681653898
340;(0, 1, 1, 1, 1, 0, 12);1216.1607830084045
341;(0, 1, 1, 1, 1, 1, 12);1218.155531400779
342;(0, 1, 1, 1, 1, 2, 12);1220.1412258304526
343;(0, 1, 1, 1, 1, 3, 12);1221.939758594293
344;(0, 1, 1, 1, 2, 0, 12);898.5748109339013
345;(0, 1, 1, 1, 2, 1, 12);897.8034508971768
346;(0, 1, 1, 1, 2, 2, 12);899.2179001240777
347;(0, 1, 1, 1, 2, 3, 12);901.0854994410146
348;(0, 1, 1, 1, 3, 0, 12);571.9454187872154
349;(0, 1, 1, 1, 3, 1, 12);570.7457588899509
350;(0, 1, 1, 1, 3, 2, 12);571.8813423219553
351;(0, 1, 1, 1, 3, 3, 12);573.6796514974101
352;(0, 1, 1, 2, 0, 0, 12);1568.525056693848
353;(0, 1, 1, 2, 0, 1, 12);1570.4897063505389
354;(0, 1, 1, 2, 0, 2, 12);1572.4155919432305
355;(0, 1, 1, 2, 0, 3, 12);1574.4177949275356
356;(0, 1, 1, 2, 1, 0, 12);1218.1527807064183
357;(0, 1, 1, 2, 1, 1, 12);1220.1515661343944
358;(0, 1, 1, 2, 1, 2, 12);1221.7399800351022
359;(0, 1, 1, 2, 1, 3, 12);1223.7357093854685
360;(0, 1, 1, 2, 2, 0, 12);897.036407076417
361;(0, 1, 1, 2, 2, 1, 12);898.4640743660492
362;(0, 1, 1, 2, 2, 2, 12);900.3304602543873
363;(0, 1, 1, 2, 2, 3, 12);902.2852563157611
364;(0, 1, 1, 2, 3, 0, 12);570.1607660894693
365;(0, 1, 1, 2, 3, 1, 12);571.6966332464365
366;(0, 1, 1, 2, 3, 2, 12);573.5711551802904
367;(0, 1, 1, 2, 3, 3, 12);575.5066565883393
368;(0, 1, 1, 3, 0, 0, 12);1570.413796263892
369;(0, 1, 1, 3, 0, 1, 12);1572.4133375761164
370;(0, 1, 1, 3, 0, 2, 12);1574.4134113186285
371;(0, 1, 1, 3, 0, 3, 12);1576.4136323120538
372;(0, 1, 1, 3, 1, 0, 12);1220.1238425891202
373;(0, 1, 1, 3, 1, 1, 12);1221.8668304157295
374;(0, 1, 1, 3, 1, 2, 12);1223.7319378309535
375;(0, 1, 1, 3, 1, 3, 12);1225.6455466580856
376;(0, 1, 1, 3, 2, 0, 12);898.6695590454851
377;(0, 1, 1, 3, 2, 1, 12);900.3986620530444
378;(0, 1, 1, 3, 2, 2, 12);902.2969971792247
379;(0, 1, 1, 3, 2, 3, 12);904.2843253550933
380;(0, 1, 1, 3, 3, 0, 12);571.0140288313357
381;(0, 1, 1, 3, 3, 1, 12);573.0137266228566
382;(0, 1, 1, 3, 3, 2, 12);575.0165264208225
383;(0, 1, 1, 3, 3, 3, 12);577.0451746220241
384;(0, 1, 2, 0, 0, 0, 12);1580.717442308863
385;(0, 1, 2, 0, 0, 1, 12);1571.5544900151428
386;(0, 1, 2, 0, 0, 2, 12);1572.005520180746
387;(0, 1, 2, 0, 0, 3, 12);1573.3464444732422
388;(0, 1, 2, 0, 1, 0, 12);1217.486915504074
389;(0, 1, 2, 0, 1, 1, 12);1218.935874164145
390;(0, 1, 2, 0, 1, 2, 12);1220.893254767221
391;(0, 1, 2, 0, 1, 3, 12);1222.8873262867094
392;(0, 1, 2, 0, 2, 0, 12);909.1145382910861
393;(0, 1, 2, 0, 2, 1, 12);902.7335041843767
394;(0, 1, 2, 0, 2, 2, 12);902.4499134636933
395;(0, 1, 2, 0, 2, 3, 12);903.9010439430818
396;(0, 1, 2, 0, 3, 0, 12);602.7580612797576
397;(0, 1, 2, 0, 3, 1, 12);584.0985831088913
398;(0, 1, 2, 0, 3, 2, 12);578.9190747821556
399;(0, 1, 2, 0, 3, 3, 12);578.0774834233853
400;(0, 1, 2, 1, 0, 0, 12);1569.0631272539154
401;(0, 1, 2, 1, 0, 1, 12);1571.0614195928356
402;(0, 1, 2, 1, 0, 2, 12);1572.974605952092
403;(0, 1, 2, 1, 0, 3, 12);1574.9704571875875
404;(0, 1, 2, 1, 1, 0, 12);1218.9091782268988
405;(0, 1, 2, 1, 1, 1, 12);1220.9047276433735
406;(0, 1, 2, 1, 1, 2, 12);1222.8924931057484
407;(0, 1, 2, 1, 1, 3, 12);1224.762131346764
408;(0, 1, 2, 1, 2, 0, 12);902.7144286249757
409;(0, 1, 2, 1, 2, 1, 12);902.4802276562534
410;(0, 1, 2, 1, 2, 2, 12);903.9690923863103
411;(0, 1, 2, 1, 2, 3, 12);905.8379789898172
412;(0, 1, 2, 1, 3, 0, 12);575.675160170471
413;(0, 1, 2, 1, 3, 1, 12);10.0
414;(0, 1, 2, 1, 3, 2, 12);576.4257819794138
415;(0, 1, 2, 1, 3, 3, 12);578.2502104734324
416;(0, 1, 2, 2, 0, 0, 12);1571.0617506898454
417;(0, 1, 2, 2, 0, 1, 12);1573.0376917433518
418;(0, 1, 2, 2, 0, 2, 12);1574.9711129834614
419;(0, 1, 2, 2, 0, 3, 12);1576.9722489561545
420;(0, 1, 2, 2, 1, 0, 12);1220.9024692621965
421;(0, 1, 2, 2, 1, 1, 12);1222.9013768667742
422;(0, 1, 2, 2, 1, 2, 12);1224.6038169772664
423;(0, 1, 2, 2, 1, 3, 12);1226.6351818371147
424;(0, 1, 2, 2, 2, 0, 12);901.4760599143048
425;(0, 1, 2, 2, 2, 1, 12);903.0840042839793
426;(0, 1, 2, 2, 2, 2, 12);904.9456030739267
427;(0, 1, 2, 2, 2, 3, 12);906.9194310073452
428;(0, 1, 2, 2, 3, 0, 12);574.5886935631721
429;(0, 1, 2, 2, 3, 1, 12);576.2437034415148
430;(0, 1, 2, 2, 3, 2, 12);578.1430597580713
431;(0, 1, 2, 2, 3, 3, 12);580.0881362212999
432;(0, 1, 2, 3, 0, 0, 12);1572.969603140853
433;(0, 1, 2, 3, 0, 1, 12);1574.9695731878091
434;(0, 1, 2, 3, 0, 2, 12);1576.969662400846
435;(0, 1, 2, 3, 0, 3, 12);1578.9697410241392
436;(0, 1, 2, 3, 1, 0, 12);1222.8785322844085
437;(0, 1, 2, 3, 1, 1, 12);1224.6949852213952
438;(0, 1, 2, 3, 1, 2, 12);1226.5990015175576
439;(0, 1, 2, 3, 1, 3, 12);1228.5365215095733
440;(0, 1, 2, 3, 2, 0, 12);903.2132062552776
441;(0, 1, 2, 3, 2, 1, 12);905.0047963298337
442;(0, 1, 2, 3, 2, 2, 12);906.9250656340148
443;(0, 1, 2, 3, 2, 3, 12);908.9192232669643
444;(0, 1, 2, 3, 3, 0, 12);575.6770199390623
445;(0, 1, 2, 3, 3, 1, 12);577.6778115994347
