;params;AIC;RMSE
1060;(1, 2, 2, 0, 1, 0, 12);1192.7966896311013;312704.79074874625
1061;(1, 2, 2, 0, 1, 1, 12);1194.264022806581;309297.42026820953
1062;(1, 2, 2, 0, 1, 2, 12);1196.082445328025;308341.81751702435
1063;(1, 2, 2, 0, 1, 3, 12);1198.0819930599969;308343.74042141944
1064;(1, 2, 2, 0, 2, 0, 12);883.8236638387348;434034.92429729993
1065;(1, 2, 2, 0, 2, 1, 12);879.170610229972;350750.98908881145
1066;(1, 2, 2, 0, 2, 2, 12);879.2880366631103;327980.715609178
1067;(1, 2, 2, 0, 2, 3, 12);880.9157281493772;325377.77321926045
1068;(1, 2, 2, 1, 0, 0, 12);1607.321239550323;341643.3509619584
1069;(1, 2, 2, 1, 0, 1, 12);1540.9027565862564;313678.97248853336
1070;(1, 2, 2, 1, 0, 2, 12);1542.872244737631;313458.7926747332
1071;(1, 2, 2, 1, 0, 3, 12);1544.7702884016317;312616.82748899894
1072;(1, 2, 2, 1, 1, 0, 12);1194.1948395978648;308891.56527886377
1073;(1, 2, 2, 1, 1, 1, 12);1196.1554341145097;308724.89909704606
1074;(1, 2, 2, 1, 1, 2, 12);1198.082306248323;308343.85712080594
1075;(1, 2, 2, 1, 1, 3, 12);1200.0135347841144;307985.86963824
1076;(1, 2, 2, 1, 2, 0, 12);878.8039755283826;349961.0960958723
1077;(1, 2, 2, 1, 2, 1, 12);879.1932119464557;330014.78901928035
1078;(1, 2, 2, 1, 2, 2, 12);880.9264256733425;326405.4734737774
1079;(1, 2, 2, 1, 2, 3, 12);882.8843928511178;325997.3581473712
1080;(1, 2, 2, 2, 0, 0, 12);1540.9034815442383;313681.4118694774
1081;(1, 2, 2, 2, 0, 1, 12);1542.8442084951523;313246.1055118453
1082;(1, 2, 2, 2, 0, 2, 12);1544.8177907645238;313040.35291640746
1083;(1, 2, 2, 2, 0, 3, 12);1546.7685757631234;312600.2300728871
1084;(1, 2, 2, 2, 1, 0, 12);1196.1280442913928;308607.2177416862
1085;(1, 2, 2, 2, 1, 1, 12);1198.1166950376291;308551.2998211664
1086;(1, 2, 2, 2, 1, 2, 12);1199.9578352656167;307648.1228463094
1087;(1, 2, 2, 2, 1, 3, 12);1201.9471004017412;307572.16301468713
1088;(1, 2, 2, 2, 2, 0, 12);879.0720981592134;332320.46662757493
1089;(1, 2, 2, 2, 2, 1, 12);880.7327756595233;325609.8724669547
1090;(1, 2, 2, 2, 2, 2, 12);882.7203875044552;325871.99337067036
1091;(1, 2, 2, 2, 2, 3, 12);884.6973741538717;325254.9938614593
1092;(1, 2, 2, 3, 0, 0, 12);1542.8724750937245;313470.9216034754
1093;(1, 2, 2, 3, 0, 1, 12);1544.8122851989413;312985.4489584545
1094;(1, 2, 2, 3, 0, 2, 12);1546.794317784655;312835.1362920785
1095;(1, 2, 2, 3, 0, 3, 12);1548.7685059258677;312603.0086297588
1096;(1, 2, 2, 3, 1, 0, 12);1198.0683420666257;308256.4411667499
1097;(1, 2, 2, 3, 1, 1, 12);1199.9852888137618;307794.309523636
1098;(1, 2, 2, 3, 1, 2, 12);1201.9491084036827;307588.2563782251
1099;(1, 2, 2, 3, 1, 3, 12);1203.9493089029793;307579.53751431196
1100;(1, 2, 2, 3, 2, 0, 12);880.8279665083633;327512.0607117273
1101;(1, 2, 2, 3, 2, 1, 12);882.7268735092256;325773.58988044347
1102;(1, 2, 2, 3, 2, 2, 12);884.7046700853059;325515.34396703186
1103;(1, 2, 2, 3, 2, 3, 12);886.697372549359;325254.72885362717
1104;(1, 2, 3, 0, 0, 0, 12);1546.3982565971796;364287.901750196
1105;(1, 2, 3, 0, 0, 1, 12);1539.6709088764158;324328.7299186824
1106;(1, 2, 3, 0, 0, 2, 12);1540.4667774338748;318345.56345716916
1107;(1, 2, 3, 0, 0, 3, 12);1541.726384610625;313660.4605711075
1108;(1, 2, 3, 0, 1, 0, 12);1195.5483925691744;312881.359288219
1109;(1, 2, 3, 0, 1, 1, 12);1196.6302355153225;307480.8163839031
1110;(1, 2, 3, 0, 1, 2, 12);1198.5990534315774;307192.9157430553
1111;(1, 2, 3, 0, 1, 3, 12);1200.5980811326435;307203.82031746267
1112;(1, 2, 3, 0, 2, 0, 12);884.9609115512972;434287.324383802
1113;(1, 2, 3, 0, 2, 1, 12);879.7236953797674;349731.14429633226
1114;(1, 2, 3, 0, 2, 2, 12);879.5460990472667;326407.14376967103
1115;(1, 2, 3, 0, 2, 3, 12);881.1541540776223;323720.55263907363
1116;(1, 2, 3, 1, 0, 0, 12);333.02772009643706;1063466.0825414737
1117;(1, 2, 3, 1, 0, 1, 12);1539.7522877418837;313501.9395618121
1118;(1, 2, 3, 1, 0, 2, 12);1541.748219995637;313468.8073831054
1119;(1, 2, 3, 1, 0, 3, 12);1543.6433114189133;312749.5086454205
1120;(1, 2, 3, 1, 1, 0, 12);1196.6103523157817;307242.9150350002
1121;(1, 2, 3, 1, 1, 1, 12);1198.605113974053;307250.9248598783
1122;(1, 2, 3, 1, 1, 2, 12);1200.5988718999743;307194.9600199812
1123;(1, 2, 3, 1, 1, 3, 12);1202.537905640544;306881.22176530585
1124;(1, 2, 3, 1, 2, 0, 12);879.2009957484559;351779.99076776
1125;(1, 2, 3, 1, 2, 1, 12);879.4920743064736;328216.4508227622
1126;(1, 2, 3, 1, 2, 2, 12);881.1796035893428;324420.74453771807
1127;(1, 2, 3, 1, 2, 3, 12);883.1343993186119;324007.3462123896
1128;(1, 2, 3, 2, 0, 0, 12);1539.7525050204586;313502.7923634817
1129;(1, 2, 3, 2, 0, 1, 12);1541.7177168193828;313276.21431126597
1130;(1, 2, 3, 2, 0, 2, 12);1543.7081275806847;313211.7667450131
1131;(1, 2, 3, 2, 0, 3, 12);1545.6387039652473;312725.4387524469
1132;(1, 2, 3, 2, 1, 0, 12);1198.6031858885367;307252.189800046
1133;(1, 2, 3, 2, 1, 1, 12);1200.607257454525;307255.80634185526
1134;(1, 2, 3, 2, 1, 2, 12);1202.493844154159;306534.5048869831
1135;(1, 2, 3, 2, 1, 3, 12);1204.4910108985175;306528.0373326999
1136;(1, 2, 3, 2, 2, 0, 12);879.4878527590417;331629.7094829983
1137;(1, 2, 3, 2, 2, 1, 12);881.0292594063355;324406.71856831596
1138;(1, 2, 3, 2, 2, 2, 12);883.0243235221742;324664.06588307384
1139;(1, 2, 3, 2, 2, 3, 12);884.9850411871164;324104.823140521
1140;(1, 2, 3, 3, 0, 0, 12);1541.7493868747852;313480.04313437623
1141;(1, 2, 3, 3, 0, 1, 12);1543.7051891059457;313176.26894346235
1142;(1, 2, 3, 3, 0, 2, 12);1545.6871763012557;313054.6085402321
1143;(1, 2, 3, 3, 0, 3, 12);1547.6378461843924;312640.4082629466
1144;(1, 2, 3, 3, 1, 0, 12);1200.5570978443554;306966.55810638017
1145;(1, 2, 3, 3, 1, 1, 12);1202.5055552934282;306631.6435173943
1146;(1, 2, 3, 3, 1, 2, 12);1204.4918815395274;306531.9595281918
1147;(1, 2, 3, 3, 1, 3, 12);1206.4711253167832;306380.5808904206
1148;(1, 2, 3, 3, 2, 0, 12);881.1652654600455;326243.7990834825
1149;(1, 2, 3, 3, 2, 1, 12);883.0274129652365;324516.83997949306
1150;(1, 2, 3, 3, 2, 2, 12);885.0271594436764;324260.6483980258
1151;(1, 2, 3, 3, 2, 3, 12);886.9848137262858;324162.20768532035
1152;(2, 0, 0, 0, 0, 0, 12);1608.7799917974999;392500.7364729269
1153;(2, 0, 0, 0, 0, 1, 12);1595.8757470079022;324978.1985433666
1154;(2, 0, 0, 0, 0, 2, 12);1596.2553649535698;316535.86225920473
1155;(2, 0, 0, 0, 0, 3, 12);1597.546073264563;312613.0062620547
1156;(2, 0, 0, 0, 1, 0, 12);1243.9479215730637;302948.49449457007
1157;(2, 0, 0, 0, 1, 1, 12);1245.2888445720398;301040.98949459754
1158;(2, 0, 0, 0, 1, 2, 12);1247.2795679782764;301074.24603880587
1159;(2, 0, 0, 0, 1, 3, 12);1249.1568656235424;300553.6918766338
1160;(2, 0, 0, 0, 2, 0, 12);937.1530404476368;420429.0766140499
1161;(2, 0, 0, 0, 2, 1, 12);927.8894161124174;340473.2616049979
1162;(2, 0, 0, 0, 2, 2, 12);927.298688799642;318980.4401087166
1163;(2, 0, 0, 0, 2, 3, 12);928.6972432652661;315358.2876727636
1164;(2, 0, 0, 1, 0, 0, 12);1593.3228776649717;310778.12741715147
1165;(2, 0, 0, 1, 0, 1, 12);1595.2813358114697;310399.11356240016
1166;(2, 0, 0, 1, 0, 2, 12);1597.155989309812;309562.66916785116
1167;(2, 0, 0, 1, 0, 3, 12);1599.1524968255871;309570.1184479666
1168;(2, 0, 0, 1, 1, 0, 12);1245.2891799228494;301096.8953696324
1169;(2, 0, 0, 1, 1, 1, 12);1247.2846077435684;301053.5190780403
1170;(2, 0, 0, 1, 1, 2, 12);1249.271281416075;301062.94412334764
1171;(2, 0, 0, 1, 1, 3, 12);1250.9005959365488;299559.5116493838
1172;(2, 0, 0, 1, 2, 0, 12);928.3560671633617;354832.50822280336
1173;(2, 0, 0, 1, 2, 1, 12);927.2013627523232;321525.85131503636
1174;(2, 0, 0, 1, 2, 2, 12);928.7519932146215;316409.12949878164
1175;(2, 0, 0, 1, 2, 3, 12);930.6509708078181;315651.53256259614
1176;(2, 0, 0, 2, 0, 0, 12);1595.2898192351138;310488.88175811275
1177;(2, 0, 0, 2, 0, 1, 12);1597.2156500973633;309969.326883344
1178;(2, 0, 0, 2, 0, 2, 12);1599.1533902527867;309570.6734060601
1179;(2, 0, 0, 2, 0, 3, 12);1601.155274744192;309570.7700888161
1180;(2, 0, 0, 2, 1, 0, 12);1247.2799276491753;301016.8658164019
1181;(2, 0, 0, 2, 1, 1, 12);1248.9859531891766;299665.600198188
1182;(2, 0, 0, 2, 1, 2, 12);1250.7456929356586;298804.63445613073
1183;(2, 0, 0, 2, 1, 3, 12);1252.7414799215212;298792.7072724961
1184;(2, 0, 0, 2, 2, 0, 12);927.3238634672471;325411.134896309
1185;(2, 0, 0, 2, 2, 1, 12);928.3784344753655;313244.9293108363
1186;(2, 0, 0, 2, 2, 2, 12);930.3104438156237;312786.0337588201
1187;(2, 0, 0, 2, 2, 3, 12);932.2679340219091;311731.46581739775
1188;(2, 0, 0, 3, 0, 0, 12);1597.1495796919726;309528.3561280995
1189;(2, 0, 0, 3, 0, 1, 12);1599.1484816342527;309533.5978227628
1190;(2, 0, 0, 3, 0, 2, 12);1601.1479182836342;309533.68940336216
1191;(2, 0, 0, 3, 0, 3, 12);1603.1488347595541;309532.76000425365
1192;(2, 0, 0, 3, 1, 0, 12);1249.0372847145989;300119.1830745452
1193;(2, 0, 0, 3, 1, 1, 12);1250.8094615970037;299118.0007091476
1194;(2, 0, 0, 3, 1, 2, 12);1252.742333416587;298795.67034163
1195;(2, 0, 0, 3, 1, 3, 12);1254.6655877068306;298346.68247479387
1196;(2, 0, 0, 3, 2, 0, 12);928.7622463456678;318977.6222595966
1197;(2, 0, 0, 3, 2, 1, 12);930.3438133718487;313189.5192881172
1198;(2, 0, 0, 3, 2, 2, 12);932.2785986014867;312070.8378645373
1199;(2, 0, 0, 3, 2, 3, 12);934.267876461471;311729.83071586565
1200;(2, 0, 1, 0, 0, 0, 12);1610.6678315028976;391892.4603537787
1201;(2, 0, 1, 0, 0, 1, 12);1598.2717383062886;323091.49589278677
1202;(2, 0, 1, 0, 0, 2, 12);1598.551779002271;313398.51938015246
1203;(2, 0, 1, 0, 0, 3, 12);1599.8267131424566;309118.6126943584
1204;(2, 0, 1, 0, 1, 0, 12);1245.9995685756685;302831.4970575188
1205;(2, 0, 1, 0, 1, 1, 12);1247.3541032326677;300849.4256494589
1206;(2, 0, 1, 0, 1, 2, 12);1249.351480036119;300876.5223570596
1207;(2, 0, 1, 0, 1, 3, 12);1251.2468972318045;300390.5401476407
1208;(2, 0, 1, 0, 2, 0, 12);938.2646795710175;416960.11114076705
1209;(2, 0, 1, 0, 2, 1, 12);929.2327578091123;339731.887832645
1210;(2, 0, 1, 0, 2, 2, 12);928.8742134242374;319287.30119439587
1211;(2, 0, 1, 0, 2, 3, 12);930.3696468640392;315236.23423547274
1212;(2, 0, 1, 1, 0, 0, 12);1595.5500672497424;306898.19689362124
1213;(2, 0, 1, 1, 0, 1, 12);1597.5179579539474;306533.13062538614
1214;(2, 0, 1, 1, 0, 2, 12);1599.4248038613418;305953.54475637194
1215;(2, 0, 1, 1, 0, 3, 12);1601.4240860377558;305959.20732011594
1216;(2, 0, 1, 1, 1, 0, 12);1247.3620507931319;300928.7677448771
1217;(2, 0, 1, 1, 1, 1, 12);1249.3528503783396;300862.7454148289
1218;(2, 0, 1, 1, 1, 2, 12);1251.346916615271;300879.9605028469
1219;(2, 0, 1, 1, 1, 3, 12);1253.0234920907124;299437.04969679425
1220;(2, 0, 1, 1, 2, 0, 12);930.0064993582196;356135.3046760113
1221;(2, 0, 1, 1, 2, 1, 12);928.8303821242746;320365.0552073526
1222;(2, 0, 1, 1, 2, 2, 12);930.3913461825603;315416.5016415033
1223;(2, 0, 1, 1, 2, 3, 12);932.28192751361;314532.9677355341
1224;(2, 0, 1, 2, 0, 0, 12);1597.5237633866595;306605.23320145754
1225;(2, 0, 1, 2, 0, 1, 12);1599.4697600824761;306206.6080636794
1226;(2, 0, 1, 2, 0, 2, 12);1601.424237773581;305958.5147431492
1227;(2, 0, 1, 2, 0, 3, 12);1603.4247447879861;305956.7315119604
1228;(2, 0, 1, 2, 1, 0, 12);1249.344033873749;300793.0238202081
1229;(2, 0, 1, 2, 1, 1, 12);1251.077156342245;299463.47304532345
1230;(2, 0, 1, 2, 1, 2, 12);1252.888883708984;298730.04067051
1231;(2, 0, 1, 2, 1, 3, 12);1254.8865019984055;298725.33656593075
1232;(2, 0, 1, 2, 2, 0, 12);928.8691169709404;323004.67797743465
1233;(2, 0, 1, 2, 2, 1, 12);929.9275725233897;311919.6539496771
1234;(2, 0, 1, 2, 2, 2, 12);931.8503225240266;311390.13342742267
1235;(2, 0, 1, 2, 2, 3, 12);933.8055970659157;310311.73996846535
1236;(2, 0, 1, 3, 0, 0, 12);1599.4222558776555;305942.9386840877
1237;(2, 0, 1, 3, 0, 1, 12);1601.42199850225;305944.77676928515
1238;(2, 0, 1, 3, 0, 2, 12);1603.423572742309;305962.4724146881
1239;(2, 0, 1, 3, 0, 3, 12);1605.4224709227592;305955.49574188556
1240;(2, 0, 1, 3, 1, 0, 12);1251.135361602112;299941.0888506382
1241;(2, 0, 1, 3, 1, 1, 12);1252.9430237928973;299013.81849150686
1242;(2, 0, 1, 3, 1, 2, 12);1254.8870243988724;298724.7566587509
1243;(2, 0, 1, 3, 1, 3, 12);1256.8088061376216;298228.6434897644
1244;(2, 0, 1, 3, 2, 0, 12);930.3637045016715;317245.49416725966
1245;(2, 0, 1, 3, 2, 1, 12);931.8870560229896;311820.1175501061
1246;(2, 0, 1, 3, 2, 2, 12);933.8165674413492;310650.220589312
1247;(2, 0, 1, 3, 2, 3, 12);935.8055521704686;310308.0155097567
1248;(2, 0, 2, 0, 0, 0, 12);1609.836686179232;377834.772331789
1249;(2, 0, 2, 0, 0, 1, 12);1600.486451371352;319634.5243492819
1250;(2, 0, 2, 0, 0, 2, 12);1601.068646524363;310884.9367162824
1251;(2, 0, 2, 0, 0, 3, 12);1602.5963678791577;307774.02557458845
1252;(2, 0, 2, 0, 1, 0, 12);1247.1250529795466;300208.5426599357
1253;(2, 0, 2, 0, 1, 1, 12);1248.4816823653146;298219.4535366738
1254;(2, 0, 2, 0, 1, 2, 12);1250.465427153484;298322.3311690881
1255;(2, 0, 2, 0, 1, 3, 12);1252.3473410743682;297912.91293850454
1256;(2, 0, 2, 0, 2, 0, 12);939.7806237943902;416610.76074343186
1257;(2, 0, 2, 0, 2, 1, 12);930.2643549402464;342752.9020564403
1258;(2, 0, 2, 0, 2, 2, 12);929.8783108439685;321228.8141374102
1259;(2, 0, 2, 0, 2, 3, 12);931.4284441435905;316541.4687687411
1260;(2, 0, 2, 1, 0, 0, 12);1598.4254784766947;306239.61836920644
1261;(2, 0, 2, 1, 0, 1, 12);1600.4120071525454;306040.6145866752
1262;(2, 0, 2, 1, 0, 2, 12);1602.3416524150914;305483.7649250092
1263;(2, 0, 2, 1, 0, 3, 12);1604.3400788851668;305485.21384915686
1264;(2, 0, 2, 1, 1, 0, 12);1248.4774144387393;298317.2470041762
1265;(2, 0, 2, 1, 1, 1, 12);1250.4741632582788;298266.8954528117
1266;(2, 0, 2, 1, 1, 2, 12);1252.4547357037518;298330.14583587606
1267;(2, 0, 2, 1, 1, 3, 12);1254.1325167267557;297027.3048668186
1268;(2, 0, 2, 1, 2, 0, 12);930.3413369094021;352586.8462546205
1269;(2, 0, 2, 1, 2, 1, 12);929.8475792090576;323436.0322841375
1270;(2, 0, 2, 1, 2, 2, 12);931.4736253432815;317497.9734919378
1271;(2, 0, 2, 1, 2, 3, 12);933.4005356040637;316435.6406284052
1272;(2, 0, 2, 2, 0, 0, 12);1600.4143215700851;306078.3181045106
1273;(2, 0, 2, 2, 0, 1, 12);1602.3796368155367;305756.57762597257
1274;(2, 0, 2, 2, 0, 2, 12);1604.3404550103676;305495.1322664532
1275;(2, 0, 2, 2, 0, 3, 12);1606.3413152934909;305493.806166518
1276;(2, 0, 2, 2, 1, 0, 12);1250.4707845879764;298212.91684526
1277;(2, 0, 2, 2, 1, 1, 12);1252.2277995842662;296956.39943618636
1278;(2, 0, 2, 2, 1, 2, 12);1254.0113549290938;296304.78045044316
1279;(2, 0, 2, 2, 1, 3, 12);1256.0019853064232;296325.62324072985
1280;(2, 0, 2, 2, 2, 0, 12);930.1230593096184;327226.04822284624
1281;(2, 0, 2, 2, 2, 1, 12);931.1538108462413;313115.0789469456
1282;(2, 0, 2, 2, 2, 2, 12);933.0809266162433;312553.25846247736
1283;(2, 0, 2, 2, 2, 3, 12);935.0277401680854;311269.74458340503
1284;(2, 0, 2, 3, 0, 0, 12);1602.3384743017027;305468.9456667958
1285;(2, 0, 2, 3, 0, 1, 12);1604.3383003410513;305468.00680463604
1286;(2, 0, 2, 3, 0, 2, 12);1606.3400051925448;305498.8625139629
1287;(2, 0, 2, 3, 0, 3, 12);1608.3384495173946;305483.099259181
1288;(2, 0, 2, 3, 1, 0, 12);1252.233229907711;297483.4719729091
1289;(2, 0, 2, 3, 1, 1, 12);1254.0568205589493;296609.3366185863
1290;(2, 0, 2, 3, 1, 2, 12);1256.0038619673971;296324.61500154587
1291;(2, 0, 2, 3, 1, 3, 12);1257.9642066547924;295845.587602635
1292;(2, 0, 2, 3, 2, 0, 12);931.5774115123346;319795.96159266843
1293;(2, 0, 2, 3, 2, 1, 12);933.1194594010789;312992.0929630175
1294;(2, 0, 2, 3, 2, 2, 12);935.0429881197963;311691.00696180813
1295;(2, 0, 2, 3, 2, 3, 12);937.0274629477526;311280.3460992619
1296;(2, 0, 3, 0, 0, 0, 12);1611.9913646454847;376894.35410259647
1297;(2, 0, 3, 0, 0, 1, 12);1603.4646024268493;320009.5798381493
1298;(2, 0, 3, 0, 0, 2, 12);1604.1507454915036;311461.4407312261
1299;(2, 0, 3, 0, 0, 3, 12);1605.725163017769;308502.56348462973
1300;(2, 0, 3, 0, 1, 0, 12);1247.7970540384879;293264.4562210869
1301;(2, 0, 3, 0, 1, 1, 12);1249.491281886372;292512.0061495867
1302;(2, 0, 3, 0, 1, 2, 12);1251.4820727768629;292582.3441418897
1303;(2, 0, 3, 0, 1, 3, 12);1253.2908320816575;291532.80105868564
1304;(2, 0, 3, 0, 2, 0, 12);940.7959068948533;410633.17345560924
1305;(2, 0, 3, 0, 2, 1, 12);934.1282365396801;337204.91435155884
1306;(2, 0, 3, 0, 2, 2, 12);934.4468303090971;323004.01051770174
1307;(2, 0, 3, 0, 2, 3, 12);936.1684494521395;321218.30424438405
1308;(2, 0, 3, 1, 0, 0, 12);1601.5754357893302;307027.6933917686
1309;(2, 0, 3, 1, 0, 1, 12);1603.5631017719866;306841.22887278616
1310;(2, 0, 3, 1, 0, 2, 12);1605.5017713701832;306308.76190972346
1311;(2, 0, 3, 1, 0, 3, 12);1607.5005623766033;306308.4477243666
1312;(2, 0, 3, 1, 1, 0, 12);1249.4891856055615;292558.04774847755
1313;(2, 0, 3, 1, 1, 1, 12);1251.488157532388;292539.37692147895
1314;(2, 0, 3, 1, 1, 2, 12);1253.4566140802624;292538.9121020421
1315;(2, 0, 3, 1, 1, 3, 12);1255.1862156122781;290995.5941399879
1316;(2, 0, 3, 1, 2, 0, 12);933.8589968606611;348331.9819836517
1317;(2, 0, 3, 1, 2, 1, 12);934.37651452296;325157.6637842671
1318;(2, 0, 3, 1, 2, 2, 12);936.2137951460992;322075.96388214355
1319;(2, 0, 3, 1, 2, 3, 12);938.1671436396477;321264.7132406431
1320;(2, 0, 3, 2, 0, 0, 12);1603.565142114211;306873.3469773887
1321;(2, 0, 3, 2, 0, 1, 12);1605.5349851404667;306561.26657979673
1322;(2, 0, 3, 2, 0, 2, 12);1607.5008451832914;306310.74138355383
1323;(2, 0, 3, 2, 0, 3, 12);1609.5014887270613;306311.3714308626
1324;(2, 0, 3, 2, 1, 0, 12);1251.4864105732624;292504.7022605629
1325;(2, 0, 3, 2, 1, 1, 12);1253.3305580494632;291452.17056608445
1326;(2, 0, 3, 2, 1, 2, 12);1255.1752197359133;290767.93630450236
1327;(2, 0, 3, 2, 1, 3, 12);1257.1344158156542;290615.70535408094
1328;(2, 0, 3, 2, 2, 0, 12);934.4262026033191;327022.27453534637
1329;(2, 0, 3, 2, 2, 1, 12);936.0581323634954;318158.8657147541
1330;(2, 0, 3, 2, 2, 2, 12);938.0051136836928;317026.0463089431
1331;(2, 0, 3, 2, 2, 3, 12);939.9997773437442;316758.0685238476
1332;(2, 0, 3, 3, 0, 0, 12);1605.4991866603802;306301.61314443976
1333;(2, 0, 3, 3, 0, 1, 12);1607.499076485593;306287.69002079417
1334;(2, 0, 3, 3, 0, 2, 12);1609.4988542380916;306302.7933359018
1335;(2, 0, 3, 3, 0, 3, 12);1611.4991406776985;306298.9985230335
1336;(2, 0, 3, 3, 1, 0, 12);1253.2245123972803;291244.00771546166
1337;(2, 0, 3, 3, 1, 1, 12);1255.1560696813922;290771.06204303144
1338;(2, 0, 3, 3, 1, 2, 12);1257.1385781831934;290644.57670325186
1339;(2, 0, 3, 3, 1, 3, 12);1259.1350337364884;290596.01057163085
1340;(2, 0, 3, 3, 2, 0, 12);936.1954234930487;322028.7807288367
1341;(2, 0, 3, 3, 2, 1, 12);938.0257910584221;317571.345650759
1342;(2, 0, 3, 3, 2, 2, 12);940.0003210733676;316807.43635392026
1343;(2, 0, 3, 3, 2, 3, 12);942.0013073371368;316803.615453609
1344;(2, 1, 0, 0, 0, 0, 12);1576.512117860037;389415.8128693173
1345;(2, 1, 0, 0, 0, 1, 12);1564.3465426300215;323622.2890908513
1346;(2, 1, 0, 0, 0, 2, 12);1564.5845224128166;314175.99704493163
1347;(2, 1, 0, 0, 0, 3, 12);1565.7973500862072;309451.57818466914
1348;(2, 1, 0, 0, 1, 0, 12);1216.7039515254014;304334.8008867676
1349;(2, 1, 0, 0, 1, 1, 12);1218.0594018010643;301111.0980747119
1350;(2, 1, 0, 0, 1, 2, 12);1220.002226802011;301017.8436498502
1351;(2, 1, 0, 0, 1, 3, 12);1221.9943184115323;300936.7923888951
1352;(2, 1, 0, 0, 2, 0, 12);908.3533016778583;425071.99461394025
1353;(2, 1, 0, 0, 2, 1, 12);900.3576894733961;334768.5039019629
1354;(2, 1, 0, 0, 2, 2, 12);899.6964918063919;310215.866509581
1355;(2, 1, 0, 0, 2, 3, 12);901.0636718398671;306777.901611316
1356;(2, 1, 0, 1, 0, 0, 12);1561.494104152261;306866.92894619564
1357;(2, 1, 0, 1, 0, 1, 12);1563.4930137885199;306844.3858080154
1358;(2, 1, 0, 1, 0, 2, 12);1565.3587565183177;305870.76476578094
1359;(2, 1, 0, 1, 0, 3, 12);1567.353678570309;305848.2925464545
1360;(2, 1, 0, 1, 1, 0, 12);1218.0267884246866;301015.3492453661
1361;(2, 1, 0, 1, 1, 1, 12);1220.019756057111;301024.4528163663
1362;(2, 1, 0, 1, 1, 2, 12);1222.0013655227879;301010.13189661433
1363;(2, 1, 0, 1, 1, 3, 12);1223.7544837751736;299816.04735122464
1364;(2, 1, 0, 1, 2, 0, 12);900.6042220978425;340542.5826303451
1365;(2, 1, 0, 1, 2, 1, 12);899.808324426336;314745.0007433274
1366;(2, 1, 0, 1, 2, 2, 12);901.1677620290336;308860.2437910003
1367;(2, 1, 0, 1, 2, 3, 12);903.0045608715737;307761.4748736346
1368;(2, 1, 0, 2, 0, 0, 12);1563.493237452357;306850.62008377386
1369;(2, 1, 0, 2, 0, 1, 12);1565.4719439938376;306722.46866798867
1370;(2, 1, 0, 2, 0, 2, 12);1567.3545895365075;305862.6870960275
1371;(2, 1, 0, 2, 0, 3, 12);1569.3563301718757;305873.40401124157
1372;(2, 1, 0, 2, 1, 0, 12);1220.0158848825808;301032.86290391523
1373;(2, 1, 0, 2, 1, 1, 12);1222.0144174162315;301031.23518554535
1374;(2, 1, 0, 2, 1, 2, 12);1223.5216260980274;298977.9715398844
1375;(2, 1, 0, 2, 1, 3, 12);1225.4994227321456;298564.58566728124
1376;(2, 1, 0, 2, 2, 0, 12);898.4993805230529;309018.2961762654
1377;(2, 1, 0, 2, 2, 1, 12);899.980567011534;301285.9968614595
1378;(2, 1, 0, 2, 2, 2, 12);901.8125228530774;299369.7532895477
1379;(2, 1, 0, 2, 2, 3, 12);903.7706979063806;298363.8599347182
1380;(2, 1, 0, 3, 0, 0, 12);1565.3514531167189;305826.6387218392
1381;(2, 1, 0, 3, 0, 1, 12);1567.3514411246838;305828.2797962625
1382;(2, 1, 0, 3, 0, 2, 12);1569.351441908061;305826.3109466414
1383;(2, 1, 0, 3, 0, 3, 12);1571.3518802247602;305831.9622000252
1384;(2, 1, 0, 3, 1, 0, 12);1221.9820884569774;300925.14605617867
1385;(2, 1, 0, 3, 1, 1, 12);1223.6705791630018;299638.2597925328
1386;(2, 1, 0, 3, 1, 2, 12);1225.508100029427;298959.5597715896
1387;(2, 1, 0, 3, 1, 3, 12);1227.4224511888046;298352.1198497764
1388;(2, 1, 0, 3, 2, 0, 12);900.161904106357;304525.5754820414
1389;(2, 1, 0, 3, 2, 1, 12);901.8852912308569;300466.94031712064
1390;(2, 1, 0, 3, 2, 2, 12);903.7808939846773;298659.580981547
1391;(2, 1, 0, 3, 2, 3, 12);905.8059309264587;299173.3942030138
1392;(2, 1, 1, 0, 0, 0, 12);1578.5694665385338;389583.91039686586
1393;(2, 1, 1, 0, 0, 1, 12);1564.6809596214014;315803.00736707984
1394;(2, 1, 1, 0, 0, 2, 12);1565.091307480675;306727.1738295057
1395;(2, 1, 1, 0, 0, 3, 12);1566.552256734259;303373.3376191036
1396;(2, 1, 1, 0, 1, 0, 12);1218.7255287413188;304220.35754254414
1397;(2, 1, 1, 0, 1, 1, 12);1220.091710947093;300971.5135870915
1398;(2, 1, 1, 0, 1, 2, 12);1222.039546383784;300896.4649926641
1399;(2, 1, 1, 0, 1, 3, 12);1224.0333693287798;300827.27026715194
1400;(2, 1, 1, 0, 2, 0, 12);909.2880232089407;421549.0233704457
1401;(2, 1, 1, 0, 2, 1, 12);901.2947096696325;333642.7055348926
1402;(2, 1, 1, 0, 2, 2, 12);900.4360784827505;309360.5211029713
1403;(2, 1, 1, 0, 2, 3, 12);901.7867191305473;306190.81443759316
1404;(2, 1, 1, 1, 0, 0, 12);1562.3587243680938;301648.2708783361
1405;(2, 1, 1, 1, 0, 1, 12);1564.3577852571814;301629.8259678027
